# Period,SDE
8.905855995486042957e+03,5.000725074693036509e-01,3.876605357082607561e-01
8.905803912152703560e+03,5.004891741360188995e-01,3.215217541750279850e-01
8.905803912152703560e+03,5.012528802288119811e-01,7.344389810506847249e-01
8.905803912152703560e+03,5.014356287668449985e-01,7.698513891708496093e-01
8.905751828819364164e+03,5.018011258429109223e-01,1.648287260392393483e+00
8.905803912152703560e+03,5.021558408028795606e-01,2.062309721359289194e-01
8.905751828819364164e+03,5.025725074695946981e-01,1.565270034731116588e+00
8.905855995486042957e+03,5.032669519141199643e-01,1.231858704789920544e+00
8.905713634374915273e+03,5.038113597612735584e-01,1.467475214889217616e+00
8.905710162152692646e+03,5.039941082993065757e-01,1.466957566611957864e+00
8.905751828819364164e+03,5.039941082993065757e-01,8.530481291971140356e-01
8.905713634374915273e+03,5.041002852475503504e-01,1.542867403145850025e+00
8.905751828819364164e+03,5.041768568373395931e-01,1.045577113343540088e+00
8.905710162152692646e+03,5.042391741364553592e-01,1.671873566799946920e+00
8.905751828819364164e+03,5.042391741364553592e-01,1.045577113343540088e+00
8.915331189099273615e+03,5.044365122503222665e-01,1.026979161624221870e+00
8.915327716877050989e+03,5.050152159540933772e-01,7.128575149256689558e-01
8.915286050210379472e+03,5.050152159540933772e-01,7.304945222718494113e-01
8.905803912152703560e+03,5.053502852476958740e-01,3.501309813864141307e-01
8.905713634374915273e+03,5.057669519144110115e-01,5.217724938508696564e-01
8.905710162152692646e+03,5.059058408033161314e-01,5.153356351430645743e-01
8.905713634374915273e+03,5.060043422176692118e-01,7.351179171949522306e-01
8.905710162152692646e+03,5.061870907557022292e-01,7.150902928145189685e-01
8.905713634374915273e+03,5.061870907557022292e-01,7.715522825640418469e-01
8.905710162152692646e+03,5.063698392937352466e-01,7.723937106538308894e-01
8.905751828819364164e+03,5.074336185812717837e-01,1.261248903972672419e+00
8.905713634374915273e+03,5.089613963592273249e-01,1.355213062282226488e+00
8.905710162152692646e+03,5.091002852481324448e-01,1.053984037914240668e+00
8.915286050210379472e+03,5.119596603993462614e-01,8.448498783937604673e-01
8.915209661321481690e+03,5.177466974370569242e-01,9.278441496331795157e-01
8.915331189099273615e+03,5.177466974370569242e-01,9.412803298212659708e-01
8.915206189099259063e+03,5.183254011408280348e-01,9.135112364093865844e-01
8.915327716877050989e+03,5.183254011408280348e-01,8.462618856980547166e-01
8.905855995486042957e+03,5.191727508358781051e-01,3.484307598285237284e-01
8.905855995486042957e+03,5.194552007342281286e-01,1.343601337634797721e+00
8.905855995486042957e+03,5.196481019688184988e-01,1.462477010207924311e+00
8.905855995486042957e+03,5.209088619471913262e-01,7.281069982260151008e-01
8.905803912152703560e+03,5.213428897250196314e-01,4.232314307576031664e-01
8.905803912152703560e+03,5.223487192530834600e-01,1.201288747205996765e+00
8.905803912152703560e+03,5.225416204876738302e-01,1.124263886640309629e+00
8.905803912152703560e+03,5.230790008363328525e-01,1.064392419134417400e+00
8.905751828819364164e+03,5.235130286141611577e-01,4.044051699829939728e-01
8.905855995486042957e+03,5.238919291298063108e-01,2.842143727447438817e+00
8.905855995486042957e+03,5.242364082438749628e-01,3.269386663273950777e+00
8.915209661321481690e+03,5.246911418823098083e-01,1.458727254507475202e+00
8.905713634374915273e+03,5.251044637995315734e-01,2.472956584305650296e-01
8.905751828819364164e+03,5.252422377719389024e-01,1.994938873088427655e+00
8.905751828819364164e+03,5.252491397254743788e-01,1.994938873088427655e+00
8.905710162152692646e+03,5.252491397254743788e-01,2.404105882830735452e-01
8.915286050210379472e+03,5.252698455860809190e-01,1.463875917099020763e+00
8.915206189099259063e+03,5.252698455860809190e-01,1.994938873088427655e+00
