# Time, Detrended Flux
8.918304583755954809e+03,-3.015329289081547515e-03
8.918305159444622404e+03,5.598797104111596923e-04
8.918305734323505021e+03,-9.561481410260697089e-04
8.918306309896688617e+03,-2.212160746927871458e-03
8.918306885469406552e+03,3.411404789211314181e-03
8.918307461042124487e+03,-4.780456737466187711e-03
8.918308035921007104e+03,-9.354658618959676986e-04
8.918308611725158698e+03,-2.631048408756941903e-03
8.918309186603575654e+03,-3.537286467895639497e-03
8.918309762292708911e+03,-8.772549751577818355e-04
8.918310337865426845e+03,-2.928453942090403217e-04
8.918310913091227121e+03,2.673389121963687387e-03
8.918311487969644077e+03,-1.314950895129674002e-03
8.918312063542827673e+03,1.630419782244318938e-03
8.918312638421244628e+03,1.154530444931189948e-03
8.918313214109912224e+03,3.268898174033640913e-04
8.918313788294028200e+03,-1.152597906242114334e-04
8.918314363056961156e+03,-1.520875398975829462e-03
8.918314938629679091e+03,-1.377414757090300590e-03
8.918315512813795067e+03,1.566792670390393383e-03
8.918316086997911043e+03,-1.596543132321048830e-03
8.918316661182027019e+03,8.175483044390308152e-04
8.918317236060443975e+03,2.751787775729930274e-03
8.918317811633161909e+03,-4.244356038005880905e-03
8.918318385817743547e+03,-2.850235130147482643e-03
8.918318960695694841e+03,-6.432936321798532475e-03
8.918319536268878437e+03,-1.195825551638884932e-03
8.918320111147295393e+03,2.415735522140360914e-03
8.918320686720013327e+03,2.711293655030866390e-03
8.918321263102981902e+03,6.406906353111585517e-03
8.918321838676165498e+03,-1.138344606281482818e-03
8.918322413555048115e+03,-4.263497567242868769e-04
8.918322989127766050e+03,-3.038790928306944750e-03
8.918323564816433645e+03,-1.526122523311301826e-03
8.918324140389151580e+03,-1.229588597279618334e-03
8.918324711448214657e+03,4.271680148174583636e-04
8.918325279613658495e+03,-4.476012011646490762e-03
8.918325855996627070e+03,-3.695044219536369745e-03
8.918326430875509686e+03,-8.647210897967383403e-04
8.918327006448227621e+03,-2.589614680989282824e-03
8.918327582830730535e+03,-2.327130118814357829e-04
8.918328158403914131e+03,1.378551500180735800e-04
8.918328733282331086e+03,9.396982054734603906e-04
8.918329308855514682e+03,-2.944673483588067242e-04
8.918329883733465977e+03,1.877078522234398861e-03
8.918330459306649573e+03,-7.071345625444536154e-04
8.918331034995317168e+03,-1.381723262979250855e-03
8.918331612767353363e+03,-4.496511851901807688e-03
8.918332191001791216e+03,-9.308015922386836394e-04
8.918332768773827411e+03,3.969414033369034200e-03
8.918333344925362326e+03,8.085165940666882989e-03
8.918333921308330901e+03,-1.004143709028904041e-03
8.918334550468884117e+03,3.134196925930865518e-03
8.918335134375076450e+03,-3.012247884418450816e-03
8.918335711336396344e+03,3.628511141415824426e-03
8.918336288645099557e+03,4.180887230325058823e-03
8.918336864912584133e+03,2.767721343615692220e-03
8.918337442684620328e+03,-1.012379448916966851e-04
8.918338019762355543e+03,2.506054192159545835e-03
8.918338600658978976e+03,-3.978528483001508853e-03
8.918339177041947551e+03,1.644022743259476727e-03
8.918339754813518084e+03,2.154539627261531365e-04
8.918340332007202960e+03,-1.782111986540435566e-03
8.918340908158272214e+03,-1.195615435867325438e-03
8.918341485930308409e+03,1.067900842472990774e-04
8.918342062544710643e+03,2.573043605613722917e-05
8.918342638117428578e+03,1.495481837530121538e-03
8.918343213921580173e+03,-1.253036480703295652e-03
8.918343789263330109e+03,-1.121526906344372243e-03
8.918344373632389761e+03,2.352659997912898149e-04
8.918344950593709655e+03,-1.695926477828346712e-03
8.918345528365745849e+03,-2.698295313623311209e-03
8.918346106948032684e+03,-1.732191238917546450e-03
8.918346685413904197e+03,1.705803565759556051e-03
8.918347260986622132e+03,-1.997549015046118370e-03
8.918347837369590707e+03,-7.380883809715577115e-04
8.918348421970084019e+03,-1.675249380564181045e-03
8.918348998121618934e+03,-6.805084744953004972e-04
8.918349576009139128e+03,3.340258875040635900e-03
8.918350153086408682e+03,-3.317844213429066436e-03
8.918350728890560276e+03,-5.314382184717914015e-05
8.918351305968295492e+03,-8.761704955229099312e-06
8.918351883740331687e+03,-3.150981404461017377e-03
8.918352459197099961e+03,-3.272497807713325990e-03
8.918353034885301895e+03,-7.187546176945502907e-05
8.918353611152320809e+03,9.865934394246433925e-04
8.918354189850557304e+03,1.740252795851215950e-03
8.918354765654708899e+03,-4.233406601517053502e-04
8.918355342731978453e+03,1.014448699391268249e-03
8.918355918536130048e+03,-1.740095098937688434e-04
8.918356495497915603e+03,-1.066525274157736902e-03
8.918357072575185157e+03,1.491613750220555090e-03
8.918357651851307310e+03,-4.847579885833841473e-04
8.918358228813558526e+03,-2.545602117944301135e-03
8.918358805543444760e+03,3.681138274373996211e-03
8.918359382504764653e+03,1.552203407289676207e-03
8.918359962475653447e+03,-4.576710465364897118e-05
8.918360538858622022e+03,-1.454320906807748948e-03
8.918361117324959196e+03,1.562728698224269408e-03
8.918361691624093510e+03,2.709448404664138721e-03
8.918362269396129705e+03,-8.742181798976345064e-04
8.918362848440818198e+03,-1.352912524933413962e-04
8.918363423319700814e+03,-4.403979141678671105e-03
8.918364001322705008e+03,-3.906337820509642178e-03
8.918364578168540902e+03,-9.292185243007233808e-04
8.918365154435559816e+03,2.153971924872655208e-03
8.918365731744263030e+03,7.046835531254735940e-05
8.918366308706048585e+03,-5.412058803620944936e-03
8.918366886477619119e+03,1.755924976462486242e-03
8.918367464943956293e+03,-1.620466792440100612e-03
8.918368041326924867e+03,1.031806586789363323e-03
8.918368618519678421e+03,-2.904281063258906670e-03
8.918369197796266235e+03,2.402304044307079778e-03
8.918369774757586129e+03,-2.558296058662756778e-03
8.918370351140554703e+03,-6.235126970258741963e-04
8.918370928912125237e+03,-2.989765038683089848e-03
8.918371505410577811e+03,1.025941840208988154e-03
8.918372082487847365e+03,2.279726738343645920e-03
8.918372658060565300e+03,-4.565296900825854820e-04
8.918373236526902474e+03,-2.796020395444465123e-03
8.918373812793921388e+03,-1.317147753739034144e-03
8.918374390565491922e+03,-1.658360251614032777e-04
8.918374967642761476e+03,-5.071445354134507255e-04
8.918375546919349290e+03,-2.918481136268025189e-03
8.918376123186368204e+03,5.569532634690510520e-04
8.918376701189372397e+03,-3.086134064533729848e-03
8.918377277456856973e+03,-4.767581296700629245e-03
8.918377855459861166e+03,1.676836823310212665e-03
8.918378433926198340e+03,7.479964686312179367e-04
8.918379011003467895e+03,-1.531235815687814750e-03
8.918379588196221448e+03,-9.685615660196544852e-04
8.918380163768939383e+03,-5.844689857870122296e-06
8.918380741540509916e+03,-3.307734727461930646e-03
8.918381318617779471e+03,3.397739288143242220e-03
8.918381895695514686e+03,7.445715312512923845e-04
8.918382472656834580e+03,-2.785409181396358846e-03
8.918383049965072132e+03,-1.541212756639209758e-03
8.918383627736642666e+03,1.465650171547316916e-03
8.918384204351044900e+03,-1.252553014905233297e-03
8.918384781775697775e+03,2.791571895469191489e-03
8.918385359547268308e+03,1.892856876970716584e-03
8.918385937319304503e+03,5.063141284964434163e-04
8.918386558608784981e+03,2.526484753381241788e-03
8.918387137075122155e+03,1.322396634464428899e-03
8.918387719012964226e+03,1.542321541381008743e-03
8.918388292270879901e+03,4.526018505460971397e-03
8.918388875250871934e+03,1.773959167330918518e-03
8.918389459041114605e+03,-3.286472878509916207e-03
8.918390036581251479e+03,-8.675033004558185823e-04
8.918390618866476871e+03,1.899447247823982110e-04
8.918391196059696085e+03,-4.298582761633751304e-03
8.918391776493452198e+03,-5.316184791028799594e-04
8.918392351602837152e+03,-1.644812688472718776e-04
8.918392928333189047e+03,2.746724965754232528e-03
8.918393505641892261e+03,2.966844209716823499e-03
8.918394087348300673e+03,1.608594981471700436e-03
8.918394661069083668e+03,-5.291948407910473939e-03
8.918395243238825060e+03,1.752358232216311151e-03
8.918395821936595894e+03,-7.054517014863925795e-04
8.918396402369886346e+03,-2.197184715315270154e-03
8.918396977479736961e+03,-1.963018319412701551e-03
8.918397559996861673e+03,1.192055709741790537e-03
8.918398141471836425e+03,9.995359036518713935e-04
8.918398723062760837e+03,6.666912879562669758e-04
8.918399300140030391e+03,1.187650954003194315e-03
8.918399881152603484e+03,1.328620769555310943e-03
8.918400460776108957e+03,-3.888433606128116615e-03
8.918401037968862511e+03,-8.434112319919417899e-04
8.918401612499430485e+03,-2.788838257755110739e-03
8.918402188882399059e+03,-3.976994390299193327e-03
8.918402762256264396e+03,-4.000580533222386492e-03
8.918403343847188808e+03,2.404369629569469424e-04
8.918403925900980539e+03,-2.507406096178277366e-03
8.918404501126315154e+03,4.693521564176572625e-03
8.918405083412006206e+03,4.781039558349409191e-03
8.918405667317267216e+03,-3.571479328838833567e-04
8.918406242889985151e+03,1.275112896272467822e-03
8.918406822166572965e+03,1.223818685723854216e-03
8.918407399937677837e+03,-4.304001666345702581e-03
8.918407977709248371e+03,-1.680072709822733046e-03
8.918408555481284566e+03,-2.126624681097810665e-03
8.918409133368339099e+03,-7.632094904853947703e-03
8.918409709750842012e+03,-3.371042064287954609e-03
8.918410287522878207e+03,8.290206655390264245e-04
8.918410865988749720e+03,-1.732907817010187479e-03
8.918411442718635953e+03,-2.056805615917145502e-03
8.918412020490206487e+03,1.407507612754654858e-03
8.918412604049015499e+03,4.127301813642070272e-03
8.918413181009869731e+03,1.887413645769830950e-03
8.918413758087139286e+03,1.217156621742265799e-03
8.918414335164408840e+03,-1.064660609797485336e-03
8.918414910736661113e+03,1.719615049310618815e-03
8.918415488740130968e+03,1.266644900372870808e-03
8.918416066511701501e+03,-4.431482446254020324e-03
8.918416645093057014e+03,-2.546510639094390349e-03
8.918417222054842568e+03,1.288041221387814517e-04
8.918417799826413102e+03,1.172884365301829490e-03
8.918418376092966355e+03,4.832361726290868020e-03
8.918418953170235909e+03,-2.734372826063147244e-04
8.918419529437254823e+03,-5.298506499205046794e-04
8.918420105819757737e+03,9.795405661683354026e-05
8.918420682086776651e+03,2.609805881978788378e-03
8.918421259511429525e+03,-1.658213337094371909e-03
8.918421837282534398e+03,-5.720970745652920186e-04
8.918422413896936632e+03,2.838553807231081194e-03
8.918422990973740525e+03,-4.367409155570323165e-03
8.918423568745311059e+03,-2.672852715247087119e-03
8.918424147211648233e+03,-3.050655893645504158e-03
8.918424725793003745e+03,-3.868481750298302657e-03
8.918425303565039940e+03,-5.406699500198897113e-04
8.918425882030445791e+03,-3.321344863049913165e-03
8.918426457603163726e+03,-1.345426958114348537e-03
8.918427035374734260e+03,-4.091379467878186738e-03
8.918427613146304793e+03,-2.968144314079212975e-03
8.918428190917875327e+03,1.931521307349415295e-03
8.918428767415862239e+03,-6.912618100345380157e-04
8.918429344493131794e+03,-4.478162846199951197e-03
8.918429920760150708e+03,-1.762394802178546271e-03
8.918430498531721241e+03,2.470839119463219546e-03
8.918431075608990795e+03,-7.999862012056158100e-03
8.918431653380095668e+03,-2.536802768685952891e-03
8.918432231846432842e+03,-2.700185672099841838e-05
8.918432809618003375e+03,8.849417572061035742e-04
8.918433387389108248e+03,-2.525986008108382919e-04
8.918433963772076822e+03,-5.622104677830530584e-03
8.918434541543181695e+03,-4.766996419958036135e-03
8.918435119315217889e+03,-7.346486657013873156e-03
8.918435699169691361e+03,-4.633707292075572859e-03
8.918436276246960915e+03,2.402685027315332178e-03
8.918436853323764808e+03,-2.855848973809749225e-03
8.918437429012432403e+03,-3.024571883436411035e-03
8.918438075417354412e+03,-3.364043152691342797e-03
8.918438653998709924e+03,-3.553147928286426449e-03
8.918439230613112159e+03,-7.526759038208652441e-03
8.918439807690381713e+03,-1.258782210099340659e-03
8.918440385461486585e+03,-1.702381446991640956e-03
8.918440963927823759e+03,-8.720519092623169044e-03
8.918441541004627652e+03,-2.260672780092454204e-03
8.918442117271646566e+03,-4.003904693097970480e-03
8.918442696663252718e+03,-8.207857394820328167e-03
8.918443273740522272e+03,-6.181478260539829961e-03
8.918443852900694765e+03,-2.890261261040416585e-03
8.918444429283663339e+03,-7.052448064887584245e-03
8.918445009138136811e+03,-2.088732394697201400e-03
8.918445586215406365e+03,-3.320047797450542681e-03
8.918446162597909279e+03,1.567511667806664732e-03
8.918446741063780792e+03,-5.148553182474646661e-03
8.918447318140584684e+03,-4.160762761092784423e-03
8.918447896606921859e+03,-9.473020391522646300e-03
8.918448474378026731e+03,-4.332305522250057273e-03
8.918449052150062926e+03,-5.259309482363638821e-03
8.918449630615468777e+03,9.780818582865169475e-04
8.918450208387504972e+03,-4.169968615065466899e-03
8.918450785348359204e+03,1.359204857268592193e-03
8.918451361036561138e+03,9.020845910880925800e-04
8.918451937303580053e+03,-2.785202879225012751e-03
8.918452515075150586e+03,-3.977714637170337575e-03
8.918453092730771459e+03,-8.360089722510011256e-04
8.918453669691625691e+03,-3.952250726560357919e-03
8.918454246768895246e+03,-1.814199457187637421e-03
8.918454822341147519e+03,2.638099135563454212e-04
8.918455398724116094e+03,4.017236741635787922e-04
8.918455975916403986e+03,1.264358226055417589e-03
8.918456552299372561e+03,-3.083288186195742853e-03
8.918457130070477433e+03,-6.044748129099164480e-03
8.918457708536814607e+03,7.503683065872568392e-04
8.918458287002686120e+03,2.175356638959735633e-03
8.918458861880637414e+03,2.408846916713169861e-03
8.918459439652207948e+03,1.627373006567678360e-03
8.918460016498043842e+03,-1.727731314898228732e-03
8.918460593227464415e+03,6.609904473128924707e-03
8.918461168800182350e+03,-4.227256923758249130e-03
8.918461746223903901e+03,-5.112309035328888029e-04
8.918462322606872476e+03,-2.302544403445905274e-03
8.918462900493927009e+03,1.548842939866901247e-03
8.918463476644996263e+03,2.393992542669920454e-03
8.918464053606316156e+03,-3.200055896445785919e-03
8.918464630683120049e+03,7.373124257730179210e-04
8.918465208454690583e+03,4.061268514633065152e-03
8.918465787730812735e+03,-2.305097522604215854e-03
8.918466366197149910e+03,-1.203869919932598620e-03
8.918466942463703163e+03,4.736785510011776168e-03
8.918467520118858374e+03,3.492709380965131061e-03
8.918468097312077589e+03,1.074524866790715905e-03
8.918468672884329862e+03,-4.344225984271421481e-03
8.918469253549519635e+03,2.224631868013027258e-04
8.918469828311521269e+03,6.023043193315702482e-03
8.918470407240725763e+03,-1.885137390548852210e-03
8.918470982928462035e+03,3.624392541655474531e-03
8.918471560121215589e+03,7.402170753103565204e-04
8.918472136272284843e+03,5.362526450111149146e-03
8.918472713349554397e+03,-3.530284718605392058e-03
8.918473293204493530e+03,-4.412164468489132574e-03
8.918473871785849042e+03,-1.022093521135580829e-03
8.918474448052402295e+03,-1.199423495982010479e-03
8.918475023625120230e+03,-6.162138629929536648e-03
8.918475600701924122e+03,-2.201788674444093985e-03
8.918476177779193677e+03,-6.861756180704947639e-04
8.918476755550298549e+03,-1.187563197158070238e-04
8.918477332627568103e+03,1.091896139804759969e-03
8.918477909588887997e+03,2.858284429328339371e-03
8.918478486665691889e+03,-8.917273114457113792e-04
8.918479062932710804e+03,2.556012658269102289e-03
8.918479640703815676e+03,-2.797931213636806191e-03
8.918480218012518890e+03,-7.975118380549983677e-03
8.918480794163588143e+03,1.053887969602040897e-04
8.918481370430141396e+03,-3.684548744365745421e-03
8.918481947854794271e+03,-1.294025539073206943e-03
8.918482523427046544e+03,4.858963091165957593e-03
