# BJDMID, FLUX, DX, DY, FWHM, FWHM_X, FWHM_Y, SKY, AIRMASS
8.831549085801932961e+03 9.950030419324411568e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.099999904632568359e+00 3.356359481811523438e+00 2.873806715011596680e+00 1.774619995117187500e+03 1.348719716072082520e+00
8.831550095601938665e+03 1.003345614567191513e+00 -1.867403537034988403e-01 -5.791845545172691345e-02 3.549999952316284180e+00 3.659488677978515625e+00 2.950852870941162109e+00 1.791979980468750000e+03 1.345734953880310059e+00
8.831551103801932186e+03 9.998180981337163598e-01 -4.301486611366271973e-01 -1.064868867397308350e-01 3.930000066757202148e+00 3.528094291687011719e+00 3.145747184753417969e+00 1.841819946289062500e+03 1.342790722846984863e+00
8.831552110602147877e+03 9.978226295111307653e-01 -1.294194608926773071e-01 -8.109555393457412720e-02 3.750000000000000000e+00 3.437336444854736328e+00 2.996702432632446289e+00 1.920530029296875000e+03 1.339877367019653320e+00
8.831553119102027267e+03 9.974137539484033699e-01 1.268735527992248535e-01 -8.880697935819625854e-02 3.700000047683715820e+00 3.551979780197143555e+00 3.044269323348999023e+00 2.208389892578125000e+03 1.337003231048583984e+00
8.831554125802125782e+03 9.921246450112057857e-01 6.713888049125671387e-02 -4.433398693799972534e-02 3.670000076293945312e+00 3.688872814178466797e+00 2.805411815643310547e+00 2.773969970703125000e+03 1.334164381027221680e+00
8.831555133701767772e+03 9.900612000020686532e-01 3.304304778575897217e-01 -4.462112858891487122e-02 3.900000095367431641e+00 3.746445178985595703e+00 2.997986555099487305e+00 2.729969970703125000e+03 1.331364631652832031e+00
8.831556140001863241e+03 9.992791261427734772e-01 -4.765056073665618896e-01 6.259834021329879761e-02 3.880000114440917969e+00 3.407801151275634766e+00 3.250697851181030273e+00 2.909959960937500000e+03 1.328598618507385254e+00
8.831557148402091116e+03 1.009493625080543966e+00 -2.692870609462261200e-02 1.872687190771102905e-01 3.529999971389770508e+00 3.522110939025878906e+00 2.741987705230712891e+00 2.910239990234375000e+03 1.325861334800720215e+00
8.831558156501967460e+03 9.997317224871324903e-01 -1.509829014539718628e-01 -2.656083740293979645e-02 3.569999933242797852e+00 3.513565540313720703e+00 2.964011430740356445e+00 3.041189941406250000e+03 1.323162436485290527e+00
8.831559164802078158e+03 9.943107489775695473e-01 1.757860183715820312e-01 4.378944635391235352e-02 3.539999961853027344e+00 3.425385475158691406e+00 2.824526309967041016e+00 2.738270019531250000e+03 1.320498228073120117e+00
