# BJDMID, FLUX, DX, DY, FWHM, FWHM_X, FWHM_Y, SKY, AIRMASS
8.811575593675952405e+03 1.005990803897770958e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.179999828338623047e+00 3.570398569107055664e+00 3.256809711456298828e+00 6.085999755859375000e+02 2.476251125335693359e+00
8.811575992375612259e+03 9.970935173472240676e-01 -3.614519834518432617e-01 2.783497273921966553e-01 4.329999923706054688e+00 3.830374717712402344e+00 3.093538284301757812e+00 6.038400268554687500e+02 2.464579582214355469e+00
8.811576391975861043e+03 1.000392552799691082e+00 2.510243356227874756e-01 -3.225153386592864990e-01 4.119999885559082031e+00 3.409274339675903320e+00 3.124210119247436523e+00 6.020100097656250000e+02 2.453015089035034180e+00
8.811576791975647211e+03 1.000471791037141012e+00 1.209645196795463562e-01 -6.759812682867050171e-02 4.019999980926513672e+00 3.346292734146118164e+00 3.346292734146118164e+00 6.022700195312500000e+02 2.441583871841430664e+00
8.811577190876007080e+03 1.008798116616922647e+00 -8.386763185262680054e-02 8.123090118169784546e-02 4.719999790191650391e+00 3.723441362380981445e+00 3.130704402923583984e+00 5.957199707031250000e+02 2.430288791656494141e+00
8.811577591675799340e+03 1.001995788848482061e+00 -7.498374581336975098e-02 4.063289240002632141e-02 4.750000000000000000e+00 3.743417501449584961e+00 3.222747802734375000e+00 5.928400268554687500e+02 2.419035434722900391e+00
8.811577991875819862e+03 1.005131692339526372e+00 1.922885701060295105e-02 1.949773356318473816e-02 4.440000057220458984e+00 3.579031467437744141e+00 3.248362302780151367e+00 5.907999877929687500e+02 2.407903671264648438e+00
8.811578393375966698e+03 1.007786531922328699e+00 2.404952645301818848e-01 1.582606136798858643e-01 4.400000095367431641e+00 3.801451444625854492e+00 3.186901092529296875e+00 5.903400268554687500e+02 2.396940469741821289e+00
8.811578792875632644e+03 1.008085486374450390e+00 -2.144451737403869629e-01 -2.817618194967508316e-03 4.550000190734863281e+00 3.914506196975708008e+00 3.176311969757080078e+00 5.853599853515625000e+02 2.386112213134765625e+00
8.811579191775992513e+03 9.981340997687697669e-01 2.133969515562057495e-01 -3.583657369017601013e-02 4.050000190734863281e+00 3.791296005249023438e+00 3.149128675460815430e+00 5.799799804687500000e+02 2.375346660614013672e+00
8.811579592575784773e+03 9.993051321807639997e-01 -1.901513487100601196e-01 -2.306070625782012939e-01 3.970000028610229492e+00 3.806457757949829102e+00 2.811921358108520508e+00 5.755000000000000000e+02 2.364736318588256836e+00
8.811579992075916380e+03 1.004194155718900916e+00 -4.870738461613655090e-02 1.129450649023056030e-01 4.170000076293945312e+00 3.659339904785156250e+00 3.141401290893554688e+00 5.714199829101562500e+02 2.354236841201782227e+00
8.811580391375813633e+03 1.000402953819110596e+00 1.285504549741744995e-02 2.951198220252990723e-01 4.719999790191650391e+00 3.532073259353637695e+00 3.187922716140747070e+00 5.711099853515625000e+02 2.343808174133300781e+00
8.811580791475716978e+03 1.002683847467233269e+00 -1.468375883996486664e-02 -1.020274311304092407e-02 3.809999942779541016e+00 3.314918756484985352e+00 3.314917325973510742e+00 5.698499755859375000e+02 2.333535671234130859e+00
8.811581192475743592e+03 1.012365138569617962e+00 2.114061713218688965e-01 -1.770666539669036865e-01 5.050000190734863281e+00 3.729488134384155273e+00 3.261095523834228516e+00 5.685300292968750000e+02 2.323300123214721680e+00
8.811581592675764114e+03 1.008201197110058178e+00 1.163785606622695923e-01 9.514144062995910645e-02 4.880000114440917969e+00 3.765061378479003906e+00 3.237229108810424805e+00 5.674500122070312500e+02 2.313170909881591797e+00
8.811581994175910950e+03 1.001155704821685477e+00 -2.162664234638214111e-01 1.460055708885192871e-01 4.289999961853027344e+00 4.144133090972900391e+00 2.993876457214355469e+00 5.678699951171875000e+02 2.303190946578979492e+00
8.811582392876036465e+03 1.003454459111358110e+00 2.923215329647064209e-01 -2.453489899635314941e-01 4.079999923706054688e+00 3.773080825805664062e+00 3.052085161209106445e+00 5.668200073242187500e+02 2.293042421340942383e+00
8.811582803875673562e+03 9.979161260684386026e-01 -2.930967807769775391e-01 -3.800384700298309326e-02 4.070000171661376953e+00 3.251310825347900391e+00 3.251310825347900391e+00 5.702600097656250000e+02 2.283270359039306641e+00
8.811583202475681901e+03 1.007705909729659677e+00 2.304729968309402466e-01 1.114952787756919861e-01 4.250000000000000000e+00 3.608066797256469727e+00 3.142524957656860352e+00 5.691699829101562500e+02 2.273544549942016602e+00
8.811583604176063091e+03 1.001935258883186464e+00 -7.538524270057678223e-02 -1.465661525726318359e-01 4.260000228881835938e+00 3.556647539138793945e+00 3.160876750946044922e+00 5.691599731445312500e+02 2.263976335525512695e+00
8.811584004275966436e+03 1.014948334663023699e+00 -3.675158694386482239e-02 1.834882944822311401e-01 5.170000076293945312e+00 3.985587835311889648e+00 3.118555545806884766e+00 5.707800292968750000e+02 2.254446983337402344e+00
8.811584404475986958e+03 1.005329969512059218e+00 2.194274663925170898e-01 -1.624799817800521851e-01 4.510000228881835938e+00 3.905251264572143555e+00 2.935173273086547852e+00 5.719199829101562500e+02 2.245055198669433594e+00
8.811584803775884211e+03 1.001276090443816713e+00 -3.334418833255767822e-01 1.966504454612731934e-01 4.869999885559082031e+00 3.621677637100219727e+00 3.378247022628784180e+00 5.761699829101562500e+02 2.235741138458251953e+00
8.811585203975904733e+03 1.002936771695238649e+00 4.693528413772583008e-01 -3.924583196640014648e-01 5.250000000000000000e+00 3.449350595474243164e+00 3.067388057708740234e+00 5.724299926757812500e+02 2.226513147354125977e+00
