# BJDMID, FLUX, DX, DY, FWHM, FWHM_X, FWHM_Y, SKY, AIRMASS
8.892649160146247596e+03 1.001254678645817631e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.789999961853027344e+00 4.135348796844482422e+00 3.100717067718505859e+00 8.906799926757812500e+02 1.245112657546997070e+00
8.892649686746299267e+03 1.004500569899216433e+00 3.018664121627807617e-01 -4.941877350211143494e-02 4.050000190734863281e+00 4.013891696929931641e+00 2.700374841690063477e+00 7.823099975585937500e+02 1.242496252059936523e+00
8.892650213646236807e+03 9.994792123253944949e-01 -7.961986213922500610e-02 -2.485533244907855988e-02 3.740000009536743164e+00 4.253008842468261719e+00 3.331259489059448242e+00 8.347600097656250000e+02 1.239906787872314453e+00
8.892650740446522832e+03 1.006225571718004419e+00 -4.079540967941284180e-01 9.144850075244903564e-02 4.530000209808349609e+00 4.178367137908935547e+00 2.967351436614990234e+00 8.154299926757812500e+02 1.237335681915283203e+00
8.892651266946457326e+03 1.000163923779341824e+00 -2.088346183300018311e-01 1.013694703578948975e-01 4.369999885559082031e+00 4.033042430877685547e+00 2.369624614715576172e+00 9.059600219726562500e+02 1.234838604927062988e+00
8.892651782346423715e+03 1.005795482136715879e+00 1.439167857170104980e-01 -6.986772059462964535e-04 3.529999971389770508e+00 3.737525701522827148e+00 3.244868755340576172e+00 1.139260009765625000e+03 1.232290506362915039e+00
8.892652311746496707e+03 1.007370972479686655e+00 1.138476561754941940e-02 -1.915203779935836792e-02 3.319999933242797852e+00 4.219249248504638672e+00 3.408151149749755859e+00 1.019979980468750000e+03 1.229778170585632324e+00
8.892652839046437293e+03 1.003489533470381057e+00 1.712641268968582153e-01 -1.900117546319961548e-01 3.470000028610229492e+00 3.598150491714477539e+00 3.286043643951416016e+00 1.131180053710937500e+03 1.227340817451477051e+00
8.892653353946283460e+03 1.003964497020501279e+00 9.477938711643218994e-02 4.557001218199729919e-02 3.869999885559082031e+00 3.318753957748413086e+00 3.318753957748413086e+00 1.378869995117187500e+03 1.224870562553405762e+00
8.892653880446217954e+03 1.002663105910246877e+00 -2.870447039604187012e-01 1.898970305919647217e-01 4.050000190734863281e+00 4.029496192932128906e+00 3.414885282516479492e+00 1.352000000000000000e+03 1.222415566444396973e+00
8.892654407046269625e+03 1.004918372803732751e+00 -2.735671103000640869e-01 2.636732719838619232e-02 3.609999895095825195e+00 3.780338764190673828e+00 3.020156383514404297e+00 1.269969970703125000e+03 1.219986796379089355e+00
8.892654931746423244e+03 1.006214641002427745e+00 -4.965393617749214172e-02 4.157057031989097595e-02 3.710000038146972656e+00 4.426459312438964844e+00 2.673762559890747070e+00 1.823130004882812500e+03 1.217575788497924805e+00
8.892655457746237516e+03 1.006588922377361639e+00 3.027558028697967529e-01 -6.821089237928390503e-02 3.630000114440917969e+00 4.338631629943847656e+00 2.793970584869384766e+00 1.405520019531250000e+03 1.215173125267028809e+00
8.892655985846184194e+03 1.002717489018524644e+00 3.170687854290008545e-01 -2.949090600013732910e-01 3.750000000000000000e+00 3.452369451522827148e+00 2.918827295303344727e+00 1.405949951171875000e+03 1.212792873382568359e+00
8.892656513146590441e+03 1.007088080622919213e+00 -3.699856698513031006e-01 1.993990242481231689e-01 4.179999828338623047e+00 3.644778013229370117e+00 3.305178642272949219e+00 1.257880004882812500e+03 1.210435271263122559e+00
8.892657039446290582e+03 9.982435133471125877e-01 -5.346911549568176270e-01 1.041218936443328857e-01 3.660000085830688477e+00 3.403443813323974609e+00 3.403443813323974609e+00 1.608619995117187500e+03 1.208096265792846680e+00
8.892657565746456385e+03 1.005257833187585659e+00 2.239204496145248413e-01 -4.953722655773162842e-02 3.970000028610229492e+00 3.275894403457641602e+00 2.558278560638427734e+00 4.255250000000000000e+03 1.205775618553161621e+00
8.892658092346508056e+03 9.924271316632389262e-01 5.963082909584045410e-01 8.874101191759109497e-02 0.000000000000000000e+00 4.075001716613769531e+00 2.631580591201782227e+00 2.360840087890625000e+03 1.203473329544067383e+00
8.892658618146553636e+03 1.009517487739487906e+00 5.290589854121208191e-02 -1.536004096269607544e-01 3.549999952316284180e+00 4.104209423065185547e+00 3.179542064666748047e+00 1.328420043945312500e+03 1.201240777969360352e+00
8.892659132946282625e+03 1.003692191390477939e+00 -3.406675755977630615e-01 -6.636977195739746094e-02 3.480000019073486328e+00 2.961925745010375977e+00 2.961925745010375977e+00 1.301760009765625000e+03 1.198969960212707520e+00
8.892659660246223211e+03 9.986891525211272214e-01 -2.488580644130706787e-01 1.491859704256057739e-01 3.819999933242797852e+00 4.189721584320068359e+00 2.046613931655883789e+00 3.269889892578125000e+03 1.196723341941833496e+00
8.892660189646296203e+03 1.000738418664248286e+00 -9.101901203393936157e-03 3.672176972031593323e-02 3.779999971389770508e+00 3.206545114517211914e+00 1.739979505538940430e+00 5.154970214843750000e+03 1.194475769996643066e+00
8.892660717346239835e+03 1.013675703701306663e+00 1.295264661312103271e-01 -1.152807250618934631e-01 4.070000171661376953e+00 3.881736516952514648e+00 2.276246309280395508e+00 3.412100097656250000e+03 1.192250013351440430e+00
8.892661246046423912e+03 1.011381752112453292e+00 6.558765470981597900e-02 -5.331344902515411377e-03 3.900000095367431641e+00 3.426752090454101562e+00 2.746829509735107422e+00 3.896199951171875000e+03 1.190100908279418945e+00
8.892661760946270078e+03 1.005574745209897980e+00 6.986983120441436768e-02 8.360976725816726685e-02 3.710000038146972656e+00 3.306014299392700195e+00 2.035371303558349609e+00 3.246580078125000000e+03 1.187924623489379883e+00
8.892662287546321750e+03 1.009221401700014509e+00 -1.718706265091896057e-02 -7.817181944847106934e-02 3.910000085830688477e+00 4.753541469573974609e+00 2.639240264892578125e+00 3.186739990234375000e+03 1.185751676559448242e+00
8.892662816046271473e+03 1.030369379177494382e+00 -2.071519792079925537e-01 8.808925747871398926e-02 3.720000028610229492e+00 3.422218561172485352e+00 1.331536054611206055e+00 4.408060058593750000e+03 1.183652162551879883e+00
8.892663331746589392e+03 1.005891058096928470e+00 -2.866801619529724121e-02 -2.296822816133499146e-01 3.869999885559082031e+00 3.524827003479003906e+00 2.973572969436645508e+00 2.045079956054687500e+03 1.181530833244323730e+00
8.892663856746163219e+03 9.950636150571325889e-01 7.231032848358154297e-02 -3.742900490760803223e-02 3.690000057220458984e+00 2.299131393432617188e+00 -3.499570369720458984e+00 2.419379882812500000e+03 1.179419875144958496e+00
8.892664383046329021e+03 1.003218288565505656e+00 -2.285048179328441620e-02 1.408645361661911011e-01 3.829999923706054688e+00 3.557222843170166016e+00 2.713799476623535156e+00 1.712920043945312500e+03 1.177372455596923828e+00
8.892664897946175188e+03 1.005340280793824093e+00 -9.541179984807968140e-02 -6.170938536524772644e-02 3.799999952316284180e+00 3.847048521041870117e+00 2.768636465072631836e+00 1.257219970703125000e+03 1.175294756889343262e+00
8.892665425446350127e+03 1.007289494855514889e+00 1.028093919157981873e-01 -9.673327207565307617e-02 3.539999961853027344e+00 4.427237033843994141e+00 2.363422870635986328e+00 1.430380004882812500e+03 1.173243522644042969e+00
8.892665947746485472e+03 1.001741104752979394e+00 9.712225943803787231e-02 2.149951457977294922e-01 3.470000028610229492e+00 3.502023696899414062e+00 3.225663900375366211e+00 1.716000000000000000e+03 1.171198487281799316e+00
8.892666477846447378e+03 1.010195080990055505e+00 -1.690828949213027954e-01 1.015430539846420288e-01 3.279999971389770508e+00 2.932898998260498047e+00 2.101446628570556641e+00 1.928630004882812500e+03 1.169158816337585449e+00
8.892667004346381873e+03 1.002537832561593234e+00 -1.791633665561676025e-02 -1.160347741097211838e-02 3.500000000000000000e+00 3.386599779129028320e+00 3.386599540710449219e+00 1.401030029296875000e+03 1.167143106460571289e+00
8.892667532446328551e+03 1.002917274136989612e+00 2.028661817312240601e-01 5.700892210006713867e-02 3.609999895095825195e+00 3.790765285491943359e+00 3.249995470046997070e+00 1.771400024414062500e+03 1.165184378623962402e+00
8.892668048646301031e+03 1.001316839076592524e+00 1.627908051013946533e-01 -7.247781753540039062e-02 3.710000038146972656e+00 3.725915193557739258e+00 2.972088336944580078e+00 2.206020019531250000e+03 1.163202404975891113e+00
8.892668574646580964e+03 1.002790626488945236e+00 -1.638196259737014771e-01 -1.230624839663505554e-01 3.519999980926513672e+00 3.842351913452148438e+00 2.474962711334228516e+00 2.586320068359375000e+03 1.161240816116333008e+00
