# BJDMID, FLUX, DX, DY, FWHM, FWHM_X, FWHM_Y, SKY, AIRMASS
8.585665165705606341e+03 9.999372768078631513e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.250000000000000000e+00 3.858044862747192383e+00 3.377157449722290039e+00 1.040299987792968750e+02 2.353178977966308594e+00
8.585665452405810356e+03 9.972976757490530364e-01 -1.078336000442504883e+00 -2.645982503890991211e-01 5.179999828338623047e+00 3.850310087203979492e+00 3.402902841567993164e+00 1.042200012207031250e+02 2.344998598098754883e+00
8.585665738405659795e+03 1.002885783009284992e+00 6.017116308212280273e-01 -8.628061413764953613e-02 5.250000000000000000e+00 3.697570800781250000e+00 3.328693628311157227e+00 1.041699981689453125e+02 2.336979150772094727e+00
8.585666025905869901e+03 1.002513834831349815e+00 -4.436982050538063049e-02 3.572913631796836853e-02 5.289999961853027344e+00 4.029366970062255859e+00 3.224102020263671875e+00 1.042300033569335938e+02 2.328922271728515625e+00
8.585666311205830425e+03 1.000933989579483319e+00 -2.286720648407936096e-02 6.320852041244506836e-02 5.599999904632568359e+00 3.663617134094238281e+00 3.663617134094238281e+00 1.043000030517578125e+02 2.320996999740600586e+00
8.585666596105787903e+03 9.985480018737286079e-01 -1.485761255025863647e-01 5.620174109935760498e-02 5.429999828338623047e+00 4.029786109924316406e+00 3.334626197814941406e+00 1.039400024414062500e+02 2.313125133514404297e+00
8.585666882105637342e+03 1.000210170506889318e+00 2.457699179649353027e-01 -9.209989756345748901e-02 5.750000000000000000e+00 4.045994758605957031e+00 3.405362129211425781e+00 1.044800033569335938e+02 2.305292606353759766e+00
8.585667171805631369e+03 1.006864873468118926e+00 -5.617890357971191406e-01 -1.200755536556243896e-01 5.590000152587890625e+00 3.785096168518066406e+00 3.341227769851684570e+00 1.036200027465820312e+02 2.297436952590942383e+00
8.585667457105591893e+03 1.000003048745736978e+00 6.224554181098937988e-01 4.564563632011413574e-01 6.030000209808349609e+00 4.021336555480957031e+00 3.343502044677734375e+00 1.045899963378906250e+02 2.289741277694702148e+00
8.585667743105906993e+03 1.000370809601984989e+00 -2.760231792926788330e-01 -1.455387622117996216e-01 5.789999961853027344e+00 3.904535770416259766e+00 3.607267141342163086e+00 1.034499969482421875e+02 2.282113552093505859e+00
8.585668027005624026e+03 9.953524814021402767e-01 2.653120830655097961e-02 -2.003589719533920288e-01 5.889999866485595703e+00 3.634054660797119141e+00 3.437254190444946289e+00 1.040199966430664062e+02 2.274536371231079102e+00
8.585668315905611962e+03 9.987258783859045419e-01 -9.383017420768737793e-01 -8.535157144069671631e-02 4.909999847412109375e+00 3.699704647064208984e+00 3.402604103088378906e+00 1.015699996948242188e+02 2.266905784606933594e+00
8.585668602705933154e+03 1.003497391106878522e+00 6.632634401321411133e-01 1.408418416976928711e-01 5.300000190734863281e+00 3.705389261245727539e+00 3.397162199020385742e+00 1.027699966430664062e+02 2.259443759918212891e+00
8.585668888005893677e+03 1.001992758038020792e+00 5.399989485740661621e-01 1.437501609325408936e-01 5.610000133514404297e+00 3.547584295272827148e+00 3.547584295272827148e+00 1.012799987792968750e+02 2.252008676528930664e+00
8.585669173205737025e+03 9.939621927631495657e-01 -8.026595711708068848e-01 -2.450408935546875000e-01 5.679999828338623047e+00 3.858764648437500000e+00 3.437514305114746094e+00 1.018199996948242188e+02 2.244649887084960938e+00
8.585669459305703640e+03 1.003706256724122170e+00 4.816036224365234375e-01 8.635984361171722412e-02 5.110000133514404297e+00 3.878683328628540039e+00 3.500511646270751953e+00 1.017900009155273438e+02 2.237325191497802734e+00
8.585669748905580491e+03 9.972703335463197760e-01 -4.970247671008110046e-02 -4.754376783967018127e-02 5.179999828338623047e+00 3.917145013809204102e+00 3.314220190048217773e+00 1.016999969482421875e+02 2.229950189590454102e+00
8.585670035305898637e+03 1.003574534239022320e+00 -7.937975227832794189e-02 1.186654046177864075e-01 4.449999809265136719e+00 3.758367061614990234e+00 3.117627859115600586e+00 1.012300033569335938e+02 2.222730636596679688e+00
