# BJDMID, FLUX, DX, DY, FWHM, FWHM_X, FWHM_Y, SKY, AIRMASS
8.911340427607763559e+03 9.961996121039456975e-01 -8.145036697387695312e+00 3.193335294723510742e+00 4.469999790191650391e+00 3.212885141372680664e+00 2.772607326507568359e+00 1.455239990234375000e+03 2.244658708572387695e+00
8.911340978007763624e+03 9.934183030570672424e-01 -8.109809875488281250e+00 2.843096971511840820e+00 4.960000038146972656e+00 3.689404726028442383e+00 2.829497814178466797e+00 1.326050048828125000e+03 2.232007026672363281e+00
8.911341528307646513e+03 1.002969939547289080e+00 -8.068130493164062500e+00 3.231958150863647461e+00 4.809999942779541016e+00 3.929344654083251953e+00 3.108368396759033203e+00 1.223579956054687500e+03 2.219510555267333984e+00
8.911342078007757664e+03 1.001957757914513358e+00 -7.660855293273925781e+00 3.093723773956298828e+00 4.829999923706054688e+00 3.532386064529418945e+00 2.933371543884277344e+00 1.133910034179687500e+03 2.207168579101562500e+00
8.911342628407757729e+03 9.947831193750652501e-01 -7.889641284942626953e+00 3.369764804840087891e+00 4.829999923706054688e+00 3.263671398162841797e+00 3.263671159744262695e+00 1.053260009765625000e+03 2.194969654083251953e+00
8.911343178107403219e+03 9.994060465639326152e-01 -7.768861770629882812e+00 3.184114456176757812e+00 4.980000019073486328e+00 3.467912435531616211e+00 3.341945648193359375e+00 9.875800170898437500e+02 2.182916402816772461e+00
8.911343728407751769e+03 9.970303221271811234e-01 -7.696383953094482422e+00 3.373833417892456055e+00 4.969999790191650391e+00 3.756231546401977539e+00 2.840274095535278320e+00 9.326099853515625000e+02 2.171008348464965820e+00
8.911344278607517481e+03 9.970674028028402303e-01 -7.327720642089843750e+00 2.942734956741333008e+00 5.210000038146972656e+00 3.792058229446411133e+00 3.035246610641479492e+00 8.872999877929687500e+02 2.159238815307617188e+00
8.911344828907400370e+03 1.002650140946250712e+00 -7.418427467346191406e+00 2.916748046875000000e+00 5.519999980926513672e+00 2.979932069778442383e+00 2.349953651428222656e+00 8.492999877929687500e+02 2.147610187530517578e+00
8.911345378607511520e+03 1.003541638443123274e+00 -7.740767002105712891e+00 3.167699098587036133e+00 5.199999809265136719e+00 3.520404338836669922e+00 2.714717149734497070e+00 8.146699829101562500e+02 2.136116981506347656e+00
