# JD_UTC, Flux, Err, XShift, YShift, FWHM_X,  FWHM_Y, FWHM, SKY, AIRMASS, ExpTime
8.905861345022916794e+03 9.977361556194087600e-01 1.814099154466036973e-03 -8.459487330081394418e-02 -6.071180700020433196e-01 5.222161661712396707e+00 5.222161661712396707e+00 5.222161661712396707e+00 2.327422391920590314e+02 1.023554602729999985e+00 4.000000000000000000e+01
8.905862044907640666e+03 9.976560035544235205e-01 1.815884079920121767e-03 -5.073393386553621820e-01 -1.742357855224480057e-01 5.139572461231355582e+00 5.139572461231355582e+00 5.139572461231355582e+00 2.316081771482194540e+02 1.022731190390000044e+00 4.000000000000000000e+01
8.905862733912188560e+03 1.000379691567151008e+00 1.815500408626572306e-03 -3.597286377439791183e-01 -1.445139185091179057e-01 5.224875444395090440e+00 5.224875444395090440e+00 5.224875444395090440e+00 2.313449903279057480e+02 1.021918334270000006e+00 4.000000000000000000e+01
8.905863428009208292e+03 9.996811565331376048e-01 1.816376790533861651e-03 -4.266373177247074211e-01 -2.455254026156052927e-01 4.898600884663125044e+00 4.898600884663125044e+00 4.898600884663125044e+00 2.262304646988314403e+02 1.021123921050000050e+00 4.000000000000000000e+01
8.905864121874794364e+03 1.000518655799336853e+00 1.815754850445601681e-03 -1.366311000841055889e-01 -4.849643721231791105e-01 5.109039160006894953e+00 5.109039160006894953e+00 5.109039160006894953e+00 2.245908884467471296e+02 1.020347137169999918e+00 4.000000000000000000e+01
8.905864815856330097e+03 9.996566306552182590e-01 1.815338778251663959e-03 1.586720861964749096e-01 -5.421921864003040881e-01 4.982666453047468025e+00 4.982666453047468025e+00 4.982666453047468025e+00 2.224495907461869422e+02 1.019584582590000066e+00 4.000000000000000000e+01
8.905865515740588307e+03 9.985748610577029893e-01 1.816616387050205535e-03 -8.510247357324720457e-03 -4.076767281828764800e-01 4.846477574403794897e+00 4.846477574403794897e+00 4.846477574403794897e+00 2.224817411130005951e+02 1.018849777970000092e+00 4.000000000000000000e+01
8.905866201967466623e+03 1.000857316425542543e+00 1.815940075084126895e-03 -5.141439893564141439e-01 -1.485282810755929050e-01 2.239244819533674047e+00 2.239244819533674047e+00 2.239244819533674047e+00 2.210294098456433574e+02 1.018127038650000094e+00 4.000000000000000000e+01
8.905866895138751715e+03 9.979512020054707166e-01 1.805905237328895479e-03 -5.974246164685856897e-01 -4.511016093582527753e-01 2.627074260933195848e+00 2.627074260933195848e+00 2.627074260933195848e+00 2.219264236177277780e+02 1.017414305429999999e+00 4.000000000000000000e+01
8.905867596296127886e+03 1.004516001664778946e+00 1.817569823592444025e-03 -2.371778765883162943e-01 -4.209700622570149986e-01 5.151667822166878352e+00 5.151667822166878352e+00 5.151667822166878352e+00 2.197511980262389386e+02 1.016724466489999923e+00 4.000000000000000000e+01
8.905868291319347918e+03 1.000427945932844676e+00 1.813583715175178315e-03 -8.351203233405386783e-02 -5.357023355763199888e-05 5.043967233684115037e+00 5.043967233684115037e+00 5.043967233684115037e+00 2.174666839389821575e+02 1.016059705029999982e+00 4.000000000000000000e+01
8.905868979398161173e+03 1.000517080694067751e+00 1.811008289792822570e-03 -3.631392331023928777e-01 -3.839007129418985920e-01 5.515862007643015374e+00 5.515862007643015374e+00 5.515862007643015374e+00 2.188218371829624118e+02 1.015400521149999902e+00 4.000000000000000000e+01
8.905869680208154023e+03 1.001748957419247965e+00 1.816132259329685797e-03 1.034053504138559981e-01 -4.451521045250854125e-01 4.924802724359263806e+00 4.924802724359263806e+00 4.924802724359263806e+00 2.151360093233126918e+02 1.014763359350000060e+00 4.000000000000000000e+01
8.905870375347323716e+03 1.001026400199965138e+00 1.813216173126834139e-03 8.854812195093697547e-02 -6.523776769067447523e-01 2.395782075083006113e+00 2.395782075083006113e+00 2.395782075083006113e+00 2.150258223130978763e+02 1.014143217770000049e+00 4.000000000000000000e+01
8.905871070833411068e+03 1.000844375230129035e+00 1.812989056333990301e-03 -3.268992404774975213e-01 -7.905199701614562535e-01 2.259768420337532113e+00 2.259768420337532113e+00 2.259768420337532113e+00 2.088960654905859258e+02 1.013545492580000040e+00 4.000000000000000000e+01
8.905871761342510581e+03 1.002394675120171996e+00 1.813701391239625578e-03 -2.074608967011327132e-01 -6.497350095806952996e-01 5.205323559516540577e+00 5.205323559516540577e+00 5.205323559516540577e+00 2.094722135655252373e+02 1.012964067560000014e+00 4.000000000000000000e+01
8.905872451620176435e+03 1.000823436544721279e+00 1.813888311458579459e-03 -7.146911741183174793e-02 -5.266761700191099349e-01 5.109583523228607760e+00 5.109583523228607760e+00 5.109583523228607760e+00 2.086464755539676617e+02 1.012396082900000049e+00 4.000000000000000000e+01
8.905873147222213447e+03 1.004933124064382843e+00 1.817903620393086350e-03 -1.499506521948875126e-01 -4.639381367921366905e-01 4.868327411593904586e+00 4.868327411593904586e+00 4.868327411593904586e+00 2.119127246576069297e+02 1.011839795710000045e+00 4.000000000000000000e+01
8.905873849768657237e+03 1.002344814903437742e+00 1.812132641024154917e-03 -1.241412726533561023e-01 -3.781537172459384921e-01 5.272109966841341588e+00 5.272109966841341588e+00 5.272109966841341588e+00 2.127246799822757168e+02 1.011307171259999915e+00 4.000000000000000000e+01
8.905874546411912888e+03 1.000034933638318080e+00 1.810689138067314834e-03 2.709736520011794131e-02 -4.930828984463661024e-01 5.265716719289692982e+00 5.265716719289692982e+00 5.265716719289692982e+00 2.158720224081596939e+02 1.010793233610000064e+00 4.000000000000000000e+01
8.905875235763844103e+03 1.002315083739251378e+00 1.811157107829477423e-03 -4.462482807063600232e-01 -5.104984188716045201e-01 5.269962121499649044e+00 5.269962121499649044e+00 5.269962121499649044e+00 2.166381018003851295e+02 1.010300094810000049e+00 4.000000000000000000e+01
8.905875921643339097e+03 1.003517065488746640e+00 1.816398284693556591e-03 -8.992133591337519993e-03 -4.879916308387611812e-01 5.192800237048931677e+00 5.192800237048931677e+00 5.192800237048931677e+00 2.224532447296846556e+02 1.009812708479999932e+00 4.000000000000000000e+01
8.905876624421216547e+03 9.993796651024763333e-01 1.814532384912283464e-03 1.480720507212422987e-01 -6.487012525063856616e-01 4.864574057321664924e+00 4.864574057321664924e+00 4.864574057321664924e+00 2.271670541434805273e+02 1.009348228519999946e+00 4.000000000000000000e+01
8.905877317592501640e+03 1.004719136014083691e+00 1.816152663435816831e-03 -5.731710699686337618e-01 -3.972867958614140216e-01 2.227162931083732200e+00 2.227162931083732200e+00 2.227162931083732200e+00 2.322349713539045979e+02 1.008898967499999966e+00 4.000000000000000000e+01
8.905878015277907252e+03 1.002530496264825155e+00 1.815502433298636859e-03 -3.133919422081041239e-01 -8.146703151745665616e-01 5.024930447137357703e+00 5.024930447137357703e+00 5.024930447137357703e+00 2.318270812839328983e+02 1.008467093960000005e+00 4.000000000000000000e+01
8.905878710879478604e+03 1.002121112671359837e+00 1.809660924818062670e-03 1.002623518519382972e-01 -4.712035657917715836e-01 5.644530752109128358e+00 5.644530752109128358e+00 5.644530752109128358e+00 2.336422011377375441e+02 1.008054829400000019e+00 4.000000000000000000e+01
8.905879401851911098e+03 1.002670709565792517e+00 1.813133760169785167e-03 -5.090472765479956418e-01 -3.902875924927470264e-01 2.363893797856594148e+00 2.363893797856594148e+00 2.363893797856594148e+00 2.395348339591392062e+02 1.007658246210000108e+00 4.000000000000000000e+01
8.905880094560328871e+03 1.004019884695512621e+00 1.819029396300050503e-03 -5.104934544691446252e-01 -4.501624549566832778e-01 4.887580885361401783e+00 4.887580885361401783e+00 4.887580885361401783e+00 2.401902239934913439e+02 1.007275944090000097e+00 4.000000000000000000e+01
8.905880792013835162e+03 1.003515898563352327e+00 1.816644533166363778e-03 -4.217667791262810217e-01 -3.802443180132105138e-01 5.025510245437757817e+00 5.025510245437757817e+00 5.025510245437757817e+00 2.429243317555831254e+02 1.006972563549999977e+00 4.000000000000000000e+01
8.905881368402857333e+03 1.006359325736797095e+00 1.816826940222452747e-03 -7.022158953054284669e-02 -4.234099677305686038e-01 5.161663208085018439e+00 5.161663208085018439e+00 5.161663208085018439e+00 2.432346065044562806e+02 1.006683151120000064e+00 4.000000000000000000e+01
8.905881941203493625e+03 1.003972681690634028e+00 1.817575653250060692e-03 -1.314828115772088135e-01 -5.862035322850182029e-01 4.740775518347973616e+00 4.740775518347973616e+00 4.740775518347973616e+00 2.388047067865193469e+02 1.006399321109999967e+00 4.000000000000000000e+01
8.905882524652872235e+03 1.002611658377830395e+00 1.813980255672434806e-03 -1.629790960002230893e-01 -6.092347140607731193e-01 2.355394067879675202e+00 2.355394067879675202e+00 2.355394067879675202e+00 2.371181885649764070e+02 1.006130792039999999e+00 4.000000000000000000e+01
8.905883101620245725e+03 1.001232723371935585e+00 1.814000532304923738e-03 -5.430381802155542781e-02 -3.748927466187165214e-01 5.084422534629064572e+00 5.084422534629064572e+00 5.084422534629064572e+00 2.341411080631257846e+02 1.005872905659999983e+00 4.000000000000000000e+01
8.905883680092636496e+03 1.001084715649724677e+00 1.811335338830685152e-03 -2.492437916318369917e-01 -3.084468983515885054e-01 5.197979133289996057e+00 5.197979133289996057e+00 5.197979133289996057e+00 2.347460528884355426e+02 1.005617642620000085e+00 4.000000000000000000e+01
8.905884279629681259e+03 1.003185992174934871e+00 1.818591594510880457e-03 -8.086681962916544286e-01 -4.623330176827509796e-01 4.752042875291720314e+00 4.752042875291720314e+00 4.752042875291720314e+00 2.341974295882554600e+02 1.005342990009999937e+00 4.000000000000000000e+01
8.905884960532188416e+03 1.004701649976345479e+00 1.819142753974739351e-03 -4.309444544506754182e-01 -5.303364685737219641e-01 4.808252326567316715e+00 4.808252326567316715e+00 4.808252326567316715e+00 2.355951459132711534e+02 1.005079682609999914e+00 4.000000000000000000e+01
8.905885650925803930e+03 1.003584891965524362e+00 1.815694748719580767e-03 -3.530637967373432828e-01 -3.632940742431177150e-01 5.032414751955922583e+00 5.032414751955922583e+00 5.032414751955922583e+00 2.354733155455079157e+02 1.004832014039999999e+00 4.000000000000000000e+01
8.905886346296407282e+03 1.003359322161196054e+00 1.817154216049849530e-03 -2.002700135325648917e-02 -7.391089699872565033e-01 4.728366093302891926e+00 4.728366093302891926e+00 4.728366093302891926e+00 2.328386076886984029e+02 1.004601584120000002e+00 4.000000000000000000e+01
8.905887038888875395e+03 1.002614182996906411e+00 1.815325846473704510e-03 -7.106374391311022498e-02 -5.734472286885046177e-01 5.003268034392007735e+00 5.003268034392007735e+00 5.003268034392007735e+00 2.302387574104047587e+02 1.004387527180000017e+00 4.000000000000000000e+01
8.905887732291594148e+03 1.001653679952959619e+00 1.816996766518010282e-03 -1.204119152140498000e-01 -5.178393366861134828e-01 4.694814448163170617e+00 4.694814448163170617e+00 4.694814448163170617e+00 2.309991237269287581e+02 1.004188181800000024e+00 4.000000000000000000e+01
8.905888432754669338e+03 1.001707375752934448e+00 1.816618789867185642e-03 -1.838113564780251008e-01 -5.701748578095066078e-01 4.994303676206310882e+00 4.994303676206310882e+00 4.994303676206310882e+00 2.353591979857981187e+02 1.004008496650000026e+00 4.000000000000000000e+01
8.905889121064916253e+03 9.999388144649956622e-01 1.816406077392080601e-03 9.290987190717478472e-02 -7.048407076932301507e-01 5.014875939359028756e+00 5.014875939359028756e+00 5.014875939359028756e+00 2.415232218945053546e+02 1.003842706029999921e+00 4.000000000000000000e+01
8.905889818749856204e+03 1.003637038368661472e+00 1.819583987505954013e-03 -7.600001275221889285e-01 -6.693434106627756952e-01 4.975735180122921264e+00 4.975735180122921264e+00 4.975735180122921264e+00 2.442830526448743171e+02 1.003694837230000081e+00 4.000000000000000000e+01
8.905890511226840317e+03 1.000826886707618213e+00 1.816369413707125601e-03 -5.398780418169075723e-01 -6.535988681190307847e-01 4.798980218097980810e+00 4.798980218097980810e+00 4.798980218097980810e+00 2.401613655519784629e+02 1.003563320660000091e+00 4.000000000000000000e+01
8.905891202314756811e+03 1.003435940103268864e+00 1.818637811299996269e-03 -2.328627801728369862e-01 -6.296295491575792935e-01 4.905618276764007746e+00 4.905618276764007746e+00 4.905618276764007746e+00 2.417324857427337577e+02 1.003446858160000010e+00 4.000000000000000000e+01
8.905891903472132981e+03 1.000778288338910915e+00 1.816628500267573930e-03 -2.827683567914632823e-01 -3.466522950397056269e-01 4.834514205831103695e+00 4.834514205831103695e+00 4.834514205831103695e+00 2.421988944440709304e+02 1.003347968849999994e+00 4.000000000000000000e+01
8.905892596180550754e+03 1.004311769121179809e+00 1.819205339386554404e-03 -2.003505498624169878e-01 -6.516155765921037846e-01 2.119669445525128815e+00 2.119669445525128815e+00 2.119669445525128815e+00 2.450502812942298476e+02 1.003265515440000089e+00 4.000000000000000000e+01
8.905893289467785507e+03 1.000865946603588963e+00 1.817970023829321028e-03 -1.845895127699926919e-01 -5.153890939011448458e-01 5.051395090984759584e+00 5.051395090984759584e+00 5.051395090984759584e+00 2.483247436505267274e+02 1.003199195879999950e+00 4.000000000000000000e+01
8.905893987731542438e+03 1.001641415745089692e+00 1.818719242465806872e-03 -2.064474434494157906e-01 -5.648523070313222760e-01 4.714182030870473383e+00 4.714182030870473383e+00 4.714182030870473383e+00 2.457894148924231388e+02 1.003149815470000039e+00 4.000000000000000000e+01
8.905894674537237734e+03 1.000611529689789059e+00 1.817280669243709606e-03 7.119732250904947657e-02 -6.012929276494598518e-01 5.044017780329918210e+00 5.044017780329918210e+00 5.044017780329918210e+00 2.467913981331330149e+02 1.003116233889999931e+00 4.000000000000000000e+01
8.905895373495295644e+03 1.001739535013938642e+00 1.819401755744960106e-03 -1.038642616524926982e-01 -8.457662216446147907e-01 4.697749710011190238e+00 4.697749710011190238e+00 4.697749710011190238e+00 2.428788699908535591e+02 1.003099279650000009e+00 4.000000000000000000e+01
8.905896068402566016e+03 1.000096982541364143e+00 1.818195258919243782e-03 2.710007192685652266e-01 -4.904705169072566817e-01 4.895987492657411622e+00 4.895987492657411622e+00 4.895987492657411622e+00 2.476140727851290819e+02 1.003098804139999967e+00 4.000000000000000000e+01
8.905896763194352388e+03 1.003542543464027270e+00 1.819047637891884131e-03 -2.843220095613004927e-01 -6.761559560110059763e-01 2.118031364956399987e+00 2.118031364956399987e+00 2.118031364956399987e+00 2.521854203336534681e+02 1.003114708380000053e+00 4.000000000000000000e+01
8.905897457060404122e+03 9.986257620478320440e-01 1.815250644010463470e-03 3.341100158546816967e-01 -5.948345923662193835e-01 5.132500936823293003e+00 5.132500936823293003e+00 5.132500936823293003e+00 2.568770859153618176e+02 1.003146981440000030e+00 4.000000000000000000e+01
8.905898150463122874e+03 9.998673897096554963e-01 1.818025589910456227e-03 2.134107272194639138e-01 -8.095915033027695218e-01 5.044748923289708031e+00 5.044748923289708031e+00 5.044748923289708031e+00 2.597716990377943489e+02 1.003195825950000009e+00 4.000000000000000000e+01
8.905898845254443586e+03 1.000405897369766040e+00 1.814438355719808242e-03 5.515138876640458820e-02 -2.597623221562366802e-01 5.457037772168567002e+00 5.457037772168567002e+00 5.457037772168567002e+00 2.678232699097922591e+02 1.003261070520000020e+00 4.000000000000000000e+01
8.905899541319347918e+03 1.002466452631454397e+00 1.822233347212518862e-03 -7.487850770102091880e-02 -6.533883164495155604e-01 5.125708213634864840e+00 5.125708213634864840e+00 5.125708213634864840e+00 2.752861450390092841e+02 1.003342416780000024e+00 4.000000000000000000e+01
8.905900233217515051e+03 1.002079208914916419e+00 1.823885833412345779e-03 -7.630785783768042618e-01 -5.728241613410059996e-01 5.028924908278883166e+00 5.028924908278883166e+00 5.028924908278883166e+00 2.895679606866196991e+02 1.003440281510000087e+00 4.000000000000000000e+01
8.905900927083566785e+03 1.001689646964137648e+00 1.824261846352673473e-03 -6.355492606959033397e-01 -5.189414096373249352e-01 5.300210934300267240e+00 5.300210934300267240e+00 5.300210934300267240e+00 3.031445805682177479e+02 1.003554710710000020e+00 4.000000000000000000e+01
8.905901622685138136e+03 9.996916471126638948e-01 1.825556749443954475e-03 -9.676145534849735219e-02 -4.753159885114778271e-01 5.261895018781009625e+00 5.261895018781009625e+00 5.261895018781009625e+00 3.233792903056562409e+02 1.003685398410000040e+00 4.000000000000000000e+01
8.905902315509039909e+03 1.003165876682315050e+00 1.834608832280996233e-03 -5.501033449159989930e-01 -6.131251586752110017e-01 4.863832023975384722e+00 4.863832023975384722e+00 4.863832023975384722e+00 3.512666488438199508e+02 1.003830629220000104e+00 4.000000000000000000e+01
8.905902999999932945e+03 1.000254160166104134e+00 1.838675605868823979e-03 -7.573047330147890388e-02 -8.588911968215162673e-01 4.925221402372962132e+00 4.925221402372962132e+00 4.925221402372962132e+00 3.854783424097565216e+02 1.003996950229999907e+00 4.000000000000000000e+01
8.905903705671429634e+03 1.006017840428899968e+00 1.846927072358826557e-03 -4.999071481052613786e-01 -7.093049421631322238e-01 5.115013228179741134e+00 5.115013228179741134e+00 5.115013228179741134e+00 4.226017379362479005e+02 1.004177317819999971e+00 4.000000000000000000e+01
8.905904400462750345e+03 1.002887483396036394e+00 1.853272591826223437e-03 4.004099105054587798e-02 -6.224325407347022221e-01 4.969330343746825918e+00 4.969330343746825918e+00 4.969330343746825918e+00 4.816702096483257378e+02 1.004374551730000009e+00 4.000000000000000000e+01
8.905905095717404038e+03 1.005046302309516859e+00 1.864001044880233323e-03 -1.900076772036610878e-02 -6.456094331925621432e-01 5.011680067368166291e+00 5.011680067368166291e+00 5.011680067368166291e+00 5.509683211336528075e+02 1.004587155050000069e+00 4.000000000000000000e+01
8.915202716877036437e+03 9.989799289279457373e-01 1.946433181072933574e-03 1.687702537588649937e-04 9.085721902630020368e-04 3.228216680465425981e+00 3.228216680465425981e+00 3.228216680465425981e+00 2.496806006808993459e+02 1.058417438980000069e+00 4.000000000000000000e+01
8.915203297548279807e+03 9.988493967356883996e-01 1.945164820748908384e-03 9.887672973668443221e-02 1.718934371737405042e-01 3.220111658463459037e+00 3.220111658463459037e+00 3.220111658463459037e+00 2.466802081746795920e+02 1.057224378289999933e+00 4.000000000000000000e+01
8.915203878219523176e+03 9.995009845006864735e-01 1.944420263282583324e-03 1.333806239561294016e-01 -3.262337516729357789e-02 3.161225873983691148e+00 3.161225873983691148e+00 3.161225873983691148e+00 2.448161576478848360e+02 1.056043581800000020e+00 4.000000000000000000e+01
8.915204458080515906e+03 9.980872688915627400e-01 1.943922832234286531e-03 -1.229536584913775051e-02 8.410899405561296505e-02 3.100313016811670153e+00 3.100313016811670153e+00 3.100313016811670153e+00 2.465323326293397486e+02 1.054846272080000036e+00 4.000000000000000000e+01
8.915205053913690790e+03 9.960058699123243153e-01 1.954370288800948846e-03 9.785517455654821894e-01 1.824148725101472079e-01 3.052391009950187861e+00 3.052391009950187861e+00 3.052391009950187861e+00 2.568046668584448753e+02 1.053715387910000079e+00 4.000000000000000000e+01
8.915205625789058104e+03 9.994711973378693770e-01 1.958401915384457275e-03 2.038250764843771101e+00 1.778152273919640924e-01 2.775741235758168113e+00 2.775741235758168113e+00 2.775741235758168113e+00 2.553751934513622643e+02 1.052584752980000093e+00 4.000000000000000000e+01
8.915206202872381255e+03 9.996867097318786755e-01 1.954600371344596046e-03 1.729540322822602949e+00 3.387494258341479103e-01 3.145750198032629896e+00 3.145750198032629896e+00 3.145750198032629896e+00 2.595907509935453277e+02 1.051465783760000106e+00 4.000000000000000000e+01
8.915206781344306364e+03 9.977943629646629509e-01 1.958591035940216493e-03 1.116840229982227095e+00 8.905370124143133226e-02 2.849975521328758088e+00 2.849975521328758088e+00 2.849975521328758088e+00 2.601899129560018196e+02 1.050358595450000099e+00 4.000000000000000000e+01
8.915207362015549734e+03 9.940177480786157593e-01 1.954506985945232526e-03 1.000620974238856986e+00 1.746259579006584003e-02 2.950958782726382790e+00 2.950958782726382790e+00 2.950958782726382790e+00 2.657740422591074889e+02 1.049264836309999893e+00 4.000000000000000000e+01
8.915207942571309104e+03 9.939892720297507367e-01 1.957467747295373213e-03 9.976117873855425700e-01 1.211441171297159003e-02 3.001110958664168216e+00 3.001110958664168216e+00 3.001110958664168216e+00 2.690764555614674691e+02 1.048180874600000090e+00 4.000000000000000000e+01
8.915208526136171713e+03 1.000400088877024807e+00 1.959002327327606912e-03 8.676326148261882532e-01 6.819764824975270033e-04 3.027532325379092892e+00 3.027532325379092892e+00 3.027532325379092892e+00 2.714280054533775228e+02 1.047123807780000027e+00 4.000000000000000000e+01
8.915209100904692605e+03 9.998412218231046422e-01 1.955351265780331041e-03 5.551544358401410140e-01 1.639799810883846021e-01 3.117377777894708935e+00 3.117377777894708935e+00 3.117377777894708935e+00 2.674549764910518093e+02 1.046086490720000040e+00 4.000000000000000000e+01
8.915209673589844897e+03 9.968905592834381713e-01 1.954865053338516838e-03 6.250402528054073148e-01 3.317104748868249242e-01 3.085033269948930013e+00 3.085033269948930013e+00 3.085033269948930013e+00 2.689041460284050800e+02 1.045044345260000007e+00 4.000000000000000000e+01
8.915210256344456866e+03 1.002043452535192891e+00 1.961622273694172466e-03 1.040152679257623891e+00 2.887987901908076194e-01 2.876498660030399890e+00 2.876498660030399890e+00 2.876498660030399890e+00 2.690703734968340086e+02 1.044021833600000004e+00 4.000000000000000000e+01
8.915210837015700235e+03 9.960106039637346420e-01 1.957440924792429229e-03 1.112941488668963030e+00 1.893903063275534093e-01 2.977186751012359966e+00 2.977186751012359966e+00 2.977186751012359966e+00 2.658908084630306234e+02 1.043007429540000031e+00 4.000000000000000000e+01
8.915211421274863824e+03 1.001151997672941496e+00 1.954774261830129461e-03 2.073221906262351089e-01 2.159263805400400138e-01 3.232904569496164005e+00 3.232904569496164005e+00 3.232904569496164005e+00 2.672377230430597024e+02 1.042018067609999932e+00 4.000000000000000000e+01
8.915211996159334376e+03 9.995475228615189334e-01 1.947136593418772156e-03 -7.141785497909275415e-01 1.422343792219330980e-02 3.293923403882724088e+00 3.293923403882724088e+00 3.293923403882724088e+00 2.662133640723900498e+02 1.041044021380000073e+00 4.000000000000000000e+01
8.915212574747209146e+03 9.964554754390659852e-01 1.955194129607882528e-03 4.620286433758785671e-02 1.966207477913219925e-01 3.004008999919820955e+00 3.004008999919820955e+00 3.004008999919820955e+00 2.639883183980355739e+02 1.040083154539999999e+00 4.000000000000000000e+01
8.915213147432361438e+03 9.969409421524366710e-01 1.959147946585654103e-03 1.109579235191350044e+00 1.623293205095278913e-01 2.876982207281356008e+00 2.876982207281356008e+00 2.876982207281356008e+00 2.713553928034730234e+02 1.039123536720000018e+00 4.000000000000000000e+01
8.915213729261238768e+03 9.993485646366174757e-01 1.961690664963443125e-03 8.717983871660032191e-01 4.299661921307755819e-01 3.013253264766940998e+00 3.013253264766940998e+00 3.013253264766940998e+00 2.742691868695944777e+02 1.038186861680000073e+00 4.000000000000000000e+01
8.915214307733163878e+03 9.938440096747280794e-01 1.957336384268839463e-03 6.654315869511095993e-01 2.076646880956166952e-01 2.665529246261787222e+00 2.665529246261787222e+00 2.665529246261787222e+00 2.751566007877312359e+02 1.037257245499999980e+00 4.000000000000000000e+01
8.915214888404872909e+03 9.970912662606957744e-01 1.958855323633756744e-03 2.971061780033029120e-01 1.125677097881585959e-01 2.863511240495216992e+00 2.863511240495216992e+00 2.863511240495216992e+00 2.757370119710691370e+02 1.036339916219999990e+00 4.000000000000000000e+01
8.915215470349234238e+03 9.996092722309981582e-01 1.962818541689299173e-03 2.215476341399993943e-01 4.157898346518172812e-03 2.657900537372699823e+00 2.657900537372699823e+00 2.657900537372699823e+00 2.752628997184552304e+02 1.035445457770000077e+00 4.000000000000000000e+01
8.915216046737790748e+03 9.999885882716796903e-01 1.963247403420755564e-03 -1.631521221900573138e-01 -9.527391154816509944e-03 2.760271907386512069e+00 2.760271907386512069e+00 2.760271907386512069e+00 2.749445566941105881e+02 1.034566648139999989e+00 4.000000000000000000e+01
8.915216620233193680e+03 9.938969244167702444e-01 1.958466675693198728e-03 5.308889889710476789e-02 1.262446624587580113e-01 2.590234379227721817e+00 2.590234379227721817e+00 2.590234379227721817e+00 2.741737222025591336e+02 1.033688656370000070e+00 4.000000000000000000e+01
8.915217203682572290e+03 9.972432794181904647e-01 1.961372491719673514e-03 3.328068107395256159e-01 1.134613456133685000e-01 2.596431421932428929e+00 2.596431421932428929e+00 2.596431421932428929e+00 2.702460807045810043e+02 1.032827602860000082e+00 4.000000000000000000e+01
8.915217782849264040e+03 9.957735074157274546e-01 1.956796132815742141e-03 2.437167367870446966e-01 7.102879077632945348e-02 2.444231749223051864e+00 2.444231749223051864e+00 2.444231749223051864e+00 2.649348753386640283e+02 1.031982189190000065e+00 4.000000000000000000e+01
8.915218362131439790e+03 9.957395474254149281e-01 1.951498831157440043e-03 4.418954451252314897e-01 8.936989048478949371e-03 2.955599889399397995e+00 2.955599889399397995e+00 2.955599889399397995e+00 2.592175278730388754e+02 1.031127432629999952e+00 4.000000000000000000e+01
8.915218955649812415e+03 1.000300857973793534e+00 1.956599385302125547e-03 3.627811508461288859e-01 2.663898830268591200e-01 2.913450480487131955e+00 2.913450480487131955e+00 2.913450480487131955e+00 2.627977952865842894e+02 1.030310304329999926e+00 4.000000000000000000e+01
8.915219564446066215e+03 9.979809240022823325e-01 1.954658080751480766e-03 -6.852948896286922831e-02 3.738733099760033901e-02 2.725816013613504118e+00 2.725816013613504118e+00 2.725816013613504118e+00 2.606871762617246873e+02 1.029457007910000055e+00 4.000000000000000000e+01
8.915220145001825585e+03 1.002032544688177040e+00 1.956304823087452217e-03 -2.205006069886643050e-01 1.117677959417717054e-01 2.766382815768920089e+00 2.766382815768920089e+00 2.766382815768920089e+00 2.611569615109476103e+02 1.028660146090000005e+00 4.000000000000000000e+01
8.915220725673068955e+03 9.997731020590073792e-01 1.957893420876019412e-03 -1.417225258175137947e-01 3.399573293339862301e-02 2.685209759417643838e+00 2.685209759417643838e+00 2.685209759417643838e+00 2.640149928371331498e+02 1.027877501190000098e+00 4.000000000000000000e+01
8.915221305765961006e+03 1.000344118763064838e+00 1.955571507865845431e-03 -2.558843306702914266e-01 -2.208242928064584887e-01 2.858053276757268168e+00 2.858053276757268168e+00 2.858053276757268168e+00 2.621111849890239682e+02 1.027105798470000053e+00 4.000000000000000000e+01
8.915221886900071695e+03 1.004323859644779660e+00 1.957842069256771761e-03 -2.896195478244705801e-01 -2.745093623396100968e-01 2.869270213316438056e+00 2.869270213316438056e+00 2.869270213316438056e+00 2.670822132747961746e+02 1.026350169559999914e+00 4.000000000000000000e+01
8.915222466066763445e+03 9.971820670352335991e-01 1.951814280026456733e-03 -1.292189578292395058e-02 2.572452607653294074e-02 3.031676436016032206e+00 3.031676436016032206e+00 3.031676436016032206e+00 2.636466612283794575e+02 1.025582029329999978e+00 4.000000000000000000e+01
8.915223096622437879e+03 9.961889550389101400e-01 1.952635631999869413e-03 -2.981272604995758857e-01 8.393024482512630169e-02 2.918935779642183093e+00 2.918935779642183093e+00 2.918935779642183093e+00 2.675244923988230425e+02 1.024817828630000038e+00 4.000000000000000000e+01
8.915223672779560729e+03 9.994209900110734290e-01 1.954775696111491108e-03 -5.063773482692726091e-01 -1.172827934744917061e-01 2.790532545898944949e+00 2.790532545898944949e+00 2.790532545898944949e+00 2.686642386047265632e+02 1.024104406820000035e+00 4.000000000000000000e+01
8.915224249168582901e+03 9.997539408658907556e-01 1.956392819205505888e-03 -8.742139536917884479e-01 1.428102464771638103e-01 2.572521497626505838e+00 2.572521497626505838e+00 2.572521497626505838e+00 2.662213530365687006e+02 1.023398633370000033e+00 4.000000000000000000e+01
8.915224829029575631e+03 9.997089245649994904e-01 1.956966079986831482e-03 -9.027492545415867209e-01 3.743928036895220746e-02 2.593241616220644197e+00 2.593241616220644197e+00 2.593241616220644197e+00 2.706950870043320947e+02 1.022706415890000109e+00 4.000000000000000000e+01
